target,xgb_feature,feature_name,gain,gain_frac,rank_within_target
mortality,f408,rdw__max,51.19038391113281,0.0028836269903301536,42.0
mortality,f1092,impaired skin odor #4__measured,50.95849609375,0.0028705644204128295,43.0
mortality,f140,monos__measured_y,50.07600402832031,0.0028208523896719974,44.0
mortality,f82,nucleated red cells__measured,49.50210189819336,0.002788523668029374,45.0
mortality,f634,resp rate__measured,49.17543029785156,0.002770121793072638,46.0
mortality,f1204,arctic sun/alsius temp #1 c__measured,48.94092559814453,0.0027569118104593332,47.0
mortality,f916,22 gauge placed in the field__measured,48.82926940917969,0.0027506220588392753,48.0
mortality,f483,peep set__measured,48.014404296875,0.002704719550364257,49.0
mortality,f711,differential-bands__measured,47.821712493896484,0.0026938649475769672,50.0
mortality,f571,fio2 set__measured,47.7265510559082,0.002688504368693675,51.0
mortality,f783,pacer rate__measured,47.276824951171875,0.0026631706588288485,52.0
mortality,f439,anion gap__max_y,47.165191650390625,0.0026568821965326623,53.0
mortality,f56,bands__measured_y,47.15426254272461,0.0026562665443839962,54.0
mortality,f635,albumin (>3.2)__measured,47.07065200805664,0.002651556644281214,55.0
mortality,f1021,baseline current/ma__measured,46.60297775268555,0.0026252118896137786,56.0
mortality,f54,oxygen__measured,46.294185638427734,0.0026078171914880374,57.0
mortality,f60,temperature__measured,46.22710418701172,0.0026040383981078283,58.0
mortality,f1200,hemodialysis output__measured,45.87462615966797,0.0025841828104859175,59.0
mortality,f507,calcium non-ionized__measured,45.78622055053711,0.002579202797032045,60.0
mortality,f613,lactic acid(0.5-2.0)__measured,45.35843276977539,0.002555104904098102,61.0
mortality,f1219,arctic sun water temp__measured,44.519371032714844,0.0025078393654035407,62.0
mortality,f447,potassium (3.5-5.3)__measured,44.51750564575195,0.002507734285508009,63.0
mortality,f840,serum osmolality__measured,44.2133674621582,0.002490601749902817,64.0
mortality,f692,subglottal suctioning__measured,44.17282485961914,0.0024883179275516734,65.0
mortality,f836,pulmonary artery pressure mean__measured,43.83714294433594,0.0024694084887641704,66.0
mortality,f967,pca 1 hr limit (mg)__measured,43.17069625854492,0.002431866600934235,67.0
mortality,f849,pulmonary artery pressure alarm - high__measured,42.96875762939453,0.002420491111302838,68.0
mortality,f434,bicarbonate__last,42.806758880615234,0.0024113654918273,69.0
mortality,f29,"bilirubin, total__measured",42.795833587646484,0.0024107500545659456,70.0
mortality,f1160,urine ph__measured,42.566097259521484,0.0023978086810925478,71.0
mortality,f874,differential-atyps__measured,41.908477783203125,0.0023607640425024083,72.0
mortality,f848,pulmonary artery pressure alarm - low__measured,40.882328033447266,0.0023029595704817754,73.0
mortality,f62,atypical lymphocytes__measured,40.14496612548828,0.0022614229275231463,74.0
mortality,f503,plateau pressure__measured,39.946929931640625,0.0022502672676118487,75.0
mortality,f11,peak insp. pressure__range,39.89353942871094,0.0022472597047941403,76.0
mortality,f34,lymphocytes__measured,39.550113677978516,0.0022279140447634283,77.0
mortality,f107,phenytoin__measured,39.43284606933594,0.002221308193907528,78.0
mortality,f696,specific gravity (urine)__measured,39.30958557128906,0.0022143647550845933,79.0
mortality,f772,abdominal girth (cm)__measured,39.109378814697266,0.00220308682429281,80.0
mortality,f860,inspired gas temp__measured,38.97005081176758,0.002195238280112045,81.0
mortality,f37,basophils__measured,38.69472122192383,0.002179728573486514,82.0
mortality,f802,incentive spirometry__measured,38.36552810668945,0.002161184658016596,83.0
mortality,f466,magnesium (1.6-2.6)__measured,37.411285400390625,0.0021074308118257576,84.0
mortality,f1020,cortisol__measured_x,37.06645202636719,0.0020880058583769455,85.0
mortality,f1222,gentamicin pre (0-2)__measured,36.9724235534668,0.002082709101025295,86.0
mortality,f112,"chloride, urine__measured",36.9537353515625,0.0020816563680841724,87.0
mortality,f636,total bilirubin__measured,36.931095123291016,0.002080381011887895,88.0
mortality,f630,alk. phosphate__measured,36.54793930053711,0.002058797300503479,89.0
mortality,f597,ldh__measured,36.379024505615234,0.0020492820903314207,90.0
mortality,f17,peak insp. pressure__std,36.196285247802734,0.0020389881285409438,91.0
mortality,f35,monocytes__measured,36.16132736206055,0.002037018901214459,92.0
mortality,f49,"hematocrit, calculated__measured",35.93899154663086,0.0020244944091261964,93.0
mortality,f690,glucose (whole blood)__measured,35.79779815673828,0.0020165407850499,94.0
mortality,f857,pca dose__measured,35.7747688293457,0.002015243510347806,95.0
mortality,f875,temporary venticular stim threshold ma__measured,35.58235549926758,0.0020044045943342866,96.0
mortality,f487,peak insp. pressure__measured,35.517887115478516,0.0020007729987627466,97.0
mortality,f429,sodium__last_y,35.32990646362305,0.0019901837818056844,98.0
mortality,f52,lactate dehydrogenase (ld)__measured,35.30681610107422,0.0019888830689066,99.0
mortality,f48,ph__measured_y,34.74531173706055,0.001957252731027734,100.0
mortality,f885,impaired skin odor #2__measured,34.62209701538086,0.001950311870852542,101.0
mortality,f68,peep__measured_y,34.558807373046875,0.001946746675460387,102.0
mortality,f734,cardiac index__measured,34.328304290771484,0.001933762109637292,103.0
mortality,f901,dilantin__measured,34.209712982177734,0.0019270816928841537,104.0
mortality,f798,atrial pacemaker [sensitivity]__measured,34.20426559448242,0.0019267748338027242,105.0
mortality,f90,% hemoglobin a1c__measured,34.13193893432617,0.0019227005703686176,106.0
mortality,f740,cough/deep breath__measured,33.99491882324219,0.0019149820330115676,107.0
mortality,f442,anion gap__mean_y,33.96503829956055,0.0019132988206972557,108.0
mortality,f114,polys__measured_y,33.9161376953125,0.0019105441802456833,109.0
mortality,f726,pap [systolic]__measured,33.53812026977539,0.0018892499220704315,110.0
mortality,f549,bun__measured,33.526058197021484,0.0018885704483901232,111.0
mortality,f502,chloride__measured_x,33.4074821472168,0.0018818908911862327,112.0
mortality,f869,strength l arm__measured,33.185882568359375,0.0018694078723491716,113.0
mortality,f691,differential-polys__measured,33.00978088378906,0.0018594878144814453,114.0
mortality,f570,skin care__measured,32.741024017333984,0.001844348358694362,115.0
mortality,f66,tidal volume__measured_y,32.68334197998047,0.0018410990476507372,116.0
mortality,f963,ett position change__measured,32.494014739990234,0.0018304339754725656,117.0
mortality,f172,"total protein, ascites__measured",32.46996307373047,0.0018290791109708754,118.0
mortality,f30,pco2__measured_y,32.42163848876953,0.001826356918503404,119.0
mortality,f392,mcv__last,32.26469421386719,0.0018175160247161674,120.0
mortality,f373,hemoglobin__count_y,32.25476837158203,0.0018169568879305373,121.0
mortality,f910,ocat - swallow__measured,32.14623260498047,0.0018108429141316345,122.0
mortality,f25,eth_OTHER,31.836336135864258,0.0017933860061290913,123.0
mortality,f1118,dialysis catheter dressing occlusive__measured,31.7386474609375,0.0017878830644016484,124.0
mortality,f577,differential-monos__measured,31.707801818847656,0.0017861454855974193,125.0
mortality,f63,metamyelocytes__measured,31.668004989624023,0.001783903673715757,126.0
mortality,f850,temporary pacemaker rate__measured,31.29878807067871,0.001763105160569117,127.0
mortality,f541,ast__measured,31.235605239868164,0.001759545982021696,128.0
mortality,f365,hematocrit__count_y,31.159761428833008,0.0017552735924859942,129.0
mortality,f746,svr__measured,30.999176025390625,0.0017462275887595248,130.0
mortality,f424,chloride__mean_y,30.750110626220703,0.0017321973812766006,131.0
mortality,f939,nausea and vomiting (ciwa)__measured,30.742353439331055,0.0017317604079278002,132.0
mortality,f587,albumin__measured_x,30.64006805419922,0.0017259985269894873,133.0
mortality,f411,rdw__min,30.30619239807129,0.0017071908373441805,134.0
mortality,f854,pap mean__measured,30.213951110839844,0.0017019947546981673,135.0
mortality,f908,ocat - lips tongue gums palate__measured,30.182714462280273,0.0017002351499444657,136.0
mortality,f628,special diet__measured,30.151342391967773,0.001698467916691191,137.0
mortality,f808,lipase__measured_x,29.951217651367188,0.001687194605976614,138.0
mortality,f698,ventilator tank #2__measured,29.930906295776367,0.0016860504384842673,139.0
mortality,f32,po2__measured_y,29.886316299438477,0.0016835386206951707,140.0
mortality,f626,inspiratory time__measured,29.858150482177734,0.001681952000227569,141.0
mortality,f1045,cpp__measured,29.76156997680664,0.0016765114832642406,142.0
mortality,f615,total bili__measured,29.609132766723633,0.0016679244788360438,143.0
mortality,f219,"albumin, pleural__measured",29.59964370727539,0.0016673899466476294,144.0
mortality,f762,unable to assess activity / mobility__measured,29.470848083496094,0.0016601347063350906,145.0
mortality,f868,strength r leg__measured,29.206771850585938,0.0016452589172797397,146.0
mortality,f781,multi lumen dressing occlusive__measured,29.084562301635742,0.00163837467991124,147.0
mortality,f689,ph (dipstick)__measured,28.989530563354492,0.0016330214071965535,148.0
mortality,f773,rsbi (<200)__measured,28.62334632873535,0.0016123937294628943,149.0
mortality,f985,troponin__measured,28.573387145996094,0.0016095794577822627,150.0
mortality,f506,o2 flow (lpm)__measured,28.521053314208984,0.0016066314187499575,151.0
mortality,f582,o2 flow__measured_x,28.450788497924805,0.0016026733019079468,152.0
mortality,f153,granulocyte count__measured,28.391584396362305,0.001599338250826864,153.0
mortality,f637,alkaline phosphate__measured,28.28742790222168,0.0015934709676620514,154.0
mortality,f594,eye care__measured,28.26473617553711,0.001592192710487063,155.0
mortality,f144,lymphs__measured_y,28.18963623046875,0.0015879622239771867,156.0
mortality,f752,svri__measured,28.181386947631836,0.0015874975301651479,157.0
mortality,f622,inspired o2 fraction__measured,28.127357482910156,0.0015844539737226919,158.0
mortality,f438,bicarbonate__count,27.95354652404785,0.001574662955685777,159.0
mortality,f766,central venous pressure  alarm - low__measured,27.87743377685547,0.0015703754165945845,160.0
mortality,f156,"rbc, ascites__measured",27.700010299682617,0.001560380900273276,161.0
mortality,f1061,epi infusion rate__measured,27.645854949951172,0.0015573302525495264,162.0
mortality,f428,sodium__max_y,27.625415802001953,0.00155617888633223,163.0
mortality,f654,abp alarm [high]__measured,27.581920623779297,0.001553728741201656,164.0
mortality,f1018,bladder pressure__measured,27.43960952758789,0.0015457121551429654,165.0
mortality,f430,sodium__mean_y,27.37169647216797,0.0015418865163287566,166.0
mortality,f400,red blood cells__count,27.081865310668945,0.001525559915586941,167.0
mortality,f928,impaired skin width #1__measured,27.023298263549805,0.0015222607506869498,168.0
mortality,f867,strength r arm__measured,26.895055770874023,0.0015150366690346402,169.0
mortality,f540,alt__measured,26.8378963470459,0.0015118167975527493,170.0
mortality,f421,chloride__max_y,26.80240821838379,0.0015098177008899068,171.0
mortality,f858,temporary pacemaker wires atrial__measured,26.771881103515625,0.0015080980651762234,172.0
mortality,f1155,av interval__measured,26.687225341796875,0.001503329285949974,173.0
mortality,f490,hco3 (serum)__measured,26.66529655456543,0.0015020940062373707,174.0
mortality,f678,ve high__measured,26.657133102416992,0.00150163414738985,175.0
mortality,f777,16 gauge dressing occlusive__measured,26.641759872436523,0.0015007681515227906,176.0
mortality,f759,lvsw__measured,26.641353607177734,0.0015007452660240706,177.0
mortality,f638,bp cuff [diastolic]__measured,26.638139724731445,0.0015005642234637733,178.0
mortality,f26,eth_BLACK,26.625259399414062,0.001499838656455057,179.0
mortality,f12,peak insp. pressure__max,26.55148696899414,0.001495682950729731,180.0
mortality,f390,mcv__min,26.53812026977539,0.0014949299855887442,181.0
mortality,f735,cvp alarm [high]__measured,26.46843910217285,0.001491004746505458,182.0
mortality,f1044,icp__measured,26.360910415649414,0.0014849475029569035,183.0
mortality,f837,venous ph__measured,26.352611541748047,0.0014844800156098097,184.0
mortality,f884,cuff pressure-airway__measured,26.30693244934082,0.0014819068474931584,185.0
mortality,f807,c.o. (fick)__measured,26.1684513092041,0.001474106008295641,186.0
mortality,f814,16 gauge placed in the field__measured,26.15633201599121,0.0014734233113056537,187.0
mortality,f71,amylase__measured_y,26.14259910583496,0.0014726497169827222,188.0
mortality,f118,hyaline casts__measured,26.051639556884766,0.001467525836473516,189.0
mortality,f642,apnea time interval__measured,26.045284271240234,0.0014671678342118482,190.0
mortality,f505,marital status__measured,25.86594581604004,0.0014570654444599532,191.0
mortality,f737,sodium (whole blood)__measured,25.839250564575195,0.001455561663051099,192.0
mortality,f778,unable to assess cognitive / perceptual__measured,25.764440536499023,0.001451347507976929,193.0
mortality,f744,arterial o2 saturation__measured,25.521120071411133,0.0014376409207857645,194.0
mortality,f385,mchc__max,25.472057342529297,0.0014348771476234354,195.0
mortality,f165,"total protein, pleural__measured",25.441850662231445,0.0014331755624439537,196.0
mortality,f909,ocat - teeth__measured,25.29163360595703,0.0014247136224312977,197.0
mortality,f388,mchc__mean,25.280210494995117,0.0014240701423757368,198.0
mortality,f760,lcwi__measured,25.182876586914062,0.0014185871851683032,199.0
mortality,f380,white blood cells__last,25.162649154663086,0.0014174477451968184,200.0
mortality,f426,chloride__count_y,25.037120819091797,0.001410376555866944,201.0
mortality,f743,total peep level__measured,25.032163619995117,0.0014100973098050966,202.0
mortality,f187,"total protein, body fluid__measured",25.01715087890625,0.0014092516207890142,203.0
mortality,f105,"urea nitrogen, urine__measured",24.989641189575195,0.0014077019609390637,204.0
mortality,f913,ett re-taped__measured,24.87053108215332,0.0014009923195115036,205.0
mortality,f731,bsa - metric__measured,24.848257064819336,0.001399737592497171,206.0
mortality,f387,mchc__min,24.802331924438477,0.0013971505641489006,207.0
mortality,f432,sodium__count_y,24.79691505432129,0.0013968454241659665,208.0
mortality,f367,platelet count__last_y,24.729618072509766,0.0013930544896526337,209.0
mortality,f748,hematocrit (whole blood - calc)__measured,24.70792007446289,0.0013918322106224019,210.0
mortality,f79,"bilirubin, direct__measured",24.448760986328125,0.0013772334113121229,211.0
mortality,f110,"potassium, urine__measured",24.374753952026367,0.0013730644900171133,212.0
mortality,f782,cam-icu ms change__measured,24.299991607666016,0.0013688530210343424,213.0
mortality,f625,is the spokesperson the health care proxy__measured,24.29925537109375,0.0013688115477831408,214.0
mortality,f729,mixed venous o2% sat__measured,24.276653289794922,0.0013675383404599824,215.0
mortality,f607,arterial co2 pressure__measured,24.264596939086914,0.001366859189110642,216.0
mortality,f1315,protime__measured,24.2508544921875,0.0013660850575694307,217.0
mortality,f456,eye opening__measured,24.244659423828125,0.0013657360805748638,218.0
mortality,f178,carcinoembyronic antigen (cea)__measured,24.21584701538086,0.001364113036707891,219.0
mortality,f1029,direct bili__measured,24.189483642578125,0.001362627950495174,220.0
mortality,f801,spont rr__measured,24.163894653320312,0.0013611864864067783,221.0
mortality,f441,anion gap__min_y,24.129735946655273,0.0013592622779721418,222.0
mortality,f1152,ph__measured_x,24.058895111083984,0.0013552717131460304,223.0
mortality,f555,arterial paco2__measured,24.055194854736328,0.0013550632724534627,224.0
mortality,f84,ck-mb index__measured,24.018098831176758,0.0013529736007886436,225.0
mortality,f703,tank b psi.__measured,24.0170955657959,0.0013529170854256073,226.0
mortality,f369,platelet count__min_y,23.862314224243164,0.0013441980327442325,227.0
mortality,f776,rsbi (<100)__measured,23.849821090698242,0.0013434942767976766,228.0
mortality,f113,"osmolality, measured__measured",23.801616668701172,0.0013407788532805306,229.0
mortality,f201,macrophages__measured,23.77234649658203,0.0013391300229361267,230.0
mortality,f930,rcwi__measured,23.734981536865234,0.001337025201715817,231.0
mortality,f629,unintentional weight loss >10 lbs.__measured,23.683252334594727,0.001334111222322452,232.0
mortality,f412,rdw__count,23.649179458618164,0.0013321918488523338,233.0
mortality,f391,mcv__mean,23.620777130126953,0.001330591905371393,234.0
mortality,f368,platelet count__mean_y,23.608333587646484,0.0013298909429598923,235.0
mortality,f732,unable to assess nutrition / education__measured,23.53667640686035,0.0013258543922490286,236.0
mortality,f423,chloride__last_y,23.527341842651367,0.001325328562996747,237.0
mortality,f924,phenytoin (dilantin)__measured,23.38629150390625,0.0013173829971946478,238.0
mortality,f138,hematocrit__measured_y,23.308542251586914,0.0013130032714466393,239.0
mortality,f586,sensitivity-vent__measured,23.242313385009766,0.0013092725053806457,240.0
mortality,f381,white blood cells__min,23.13494110107422,0.0013032240722118803,241.0
mortality,f70,magnesium__measured_y,23.12224578857422,0.0013025089272377924,242.0
mortality,f792,see chart for initial patient assessment__measured,23.105270385742188,0.0013015526786997241,243.0
mortality,f944,tremor (ciwa)__measured,23.083765029907227,0.0013003412514787445,244.0
mortality,f116,cortisol__measured_y,23.030105590820312,0.0012973185391055451,245.0
mortality,f674,troponin-t__measured,22.990718841552734,0.001295099827609915,246.0
mortality,f684,20 gauge placed in the field__measured,22.90190887451172,0.0012900970361009786,247.0
mortality,f779,16 gauge placed in outside facility__measured,22.85865592956543,0.001287660536314712,248.0
mortality,f386,mchc__last,22.744848251342773,0.0012812495882507282,249.0
mortality,f1214,arctic sun/alsius temp #2 c__measured,22.723529815673828,0.001280048690508033,250.0
mortality,f111,vancomycin__measured,22.6876163482666,0.0012780256339099108,251.0
mortality,f666,cpk/mb__measured,22.68667221069336,0.0012779724493002093,252.0
mortality,f573,glucose finger stick__measured,22.679065704345703,0.0012775439640002298,253.0
mortality,f887,pressure ulcer stage #1__measured,22.642099380493164,0.0012754615985040164,254.0
mortality,f993,art blood pressure alarm - high__measured,22.600126266479492,0.0012730971934109007,255.0
mortality,f7,"rbc, pleural__max",22.593351364135742,0.001272715553544921,256.0
mortality,f914,"ocat - saliva secretions, voice quality__measured",22.5780029296875,0.0012718509544453892,257.0
mortality,f702,ck-mb__measured,22.523427963256836,0.0012687766691173276,258.0
mortality,f481,ptt__measured_x,22.50233268737793,0.00126758834228238,259.0
mortality,f38,neutrophils__measured,22.472333908081055,0.0012658984684613983,260.0
mortality,f452,creatinine (0-1.3)__measured,22.460914611816406,0.0012652552032931495,261.0
mortality,f619,currently experiencing pain__measured,22.43245506286621,0.0012636520365025296,262.0
mortality,f109,ketone__measured,22.376487731933594,0.0012604993173056156,263.0
mortality,f1048,multi lumen line tip cultured__measured,22.322307586669922,0.0012574472728143385,264.0
mortality,f80,"bilirubin, indirect__measured",22.09937286376953,0.0012448890434181034,265.0
mortality,f414,peak insp. pressure__mean,22.044973373413086,0.0012418246429063908,266.0
mortality,f422,chloride__min_y,21.994319915771484,0.0012389712617349887,267.0
mortality,f44,creatine kinase (ck)__measured,21.9769229888916,0.0012379912681489526,268.0
mortality,f399,mcv__count,21.950029373168945,0.0012364763125998783,269.0
mortality,f559,fingerstick glucose__measured,21.921388626098633,0.001234862938661942,270.0
mortality,f405,red blood cells__mean,21.90580940246582,0.0012339853388800386,271.0
mortality,f393,mcv__max,21.88037109375,0.0012325523628404637,272.0
mortality,f708,temp rectal [f]__measured,21.859148025512695,0.0012313568372805666,273.0
mortality,f915,impaired skin length #1__measured,21.8411922454834,0.0012303453627033334,274.0
mortality,f208,"cd3 cells, percent__measured",21.818984985351562,0.0012290943962169594,275.0
mortality,f497,tidal volume (set)__measured,21.817264556884766,0.001228997482039281,276.0
mortality,f473,nbp mean__measured,21.757009506225586,0.0012256032295037626,277.0
mortality,f471,nbp [systolic]__measured,21.75628089904785,0.001225562186027185,278.0
mortality,f957,feeding weight__measured,21.730375289916992,0.0012241028862918992,279.0
mortality,f1031,pressure ulcer stage #2__measured,21.720611572265625,0.0012235528822170261,280.0
mortality,f130,sedimentation rate__measured,21.704198837280273,0.0012226283295574667,281.0
mortality,f148,d-dimer__measured_y,21.661468505859375,0.0012202212693329338,282.0
mortality,f596,pressure support__measured,21.62714385986328,0.0012182877133002288,283.0
mortality,f100,"cholesterol, ldl, calculated__measured",21.607486724853516,0.001217180398981877,284.0
mortality,f204,homocysteine__measured,21.57974624633789,0.0012156177384495552,285.0
mortality,f406,red blood cells__max,21.562223434448242,0.0012146306535822256,286.0
mortality,f845,pregnant__measured,21.461637496948242,0.0012089645049413755,287.0
mortality,f621,weight change__measured,21.45414161682129,0.001208542251373442,288.0
mortality,f115,vitamin b12__measured,21.441333770751953,0.0012078207672236523,289.0
mortality,f873,vent stim thresh ma__measured,21.440322875976562,0.001207763822085992,290.0
mortality,f402,red blood cells__min,21.297679901123047,0.0011997285408311639,291.0
mortality,f41,lactate__measured,21.279556274414062,0.001198707611212206,292.0
mortality,f818,22 gauge dressing occlusive__measured,21.24302101135254,0.0011966495279822401,293.0
mortality,f55,ptt__measured_y,21.180667877197266,0.0011931370874251627,294.0
mortality,f162,immunoglobulin m__measured,21.12330436706543,0.001189905719472084,295.0
mortality,f451,spo2__measured,21.10672378540039,0.0011889717117707999,296.0
mortality,f1059,family meeting__measured,21.093347549438477,0.0011882182094115333,297.0
mortality,f803,icu consent signed__measured,21.04532814025879,0.0011855132079290158,298.0
mortality,f644,ventilator mode__measured,20.975757598876953,0.0011815942005777755,299.0
mortality,f589,respiratory rate set__measured,20.975610733032227,0.0011815859274162664,300.0
mortality,f75,rbc__measured_y,20.949682235717773,0.0011801253383571092,301.0
mortality,f652,arterial blood pressure alarm - high__measured,20.9432373046875,0.001179762286243611,302.0
mortality,f377,hemoglobin__range_y,20.887432098388672,0.0011766186997574537,303.0
mortality,f446,prothrombin time__max,20.88252067565918,0.0011763420323433497,304.0
mortality,f600,bed bath__measured,20.843042373657227,0.0011741181635522334,305.0
mortality,f662,respiratory rate (spontaneous)__measured,20.804882049560547,0.0011719685383273872,306.0
mortality,f670,emotional / physical / sexual harm by partner or close relation__measured,20.799518585205078,0.00117166640676682,307.0
mortality,f627,tidal volume (spont)__measured,20.778278350830078,0.001170469914214019,308.0
mortality,f972,pca 1 hour limit__measured,20.746566772460938,0.0011686835559899828,309.0
mortality,f417,potassium__range_y,20.736101150512695,0.0011680940126497154,310.0
mortality,f553,sao2__measured,20.715055465698242,0.0011669084793498228,311.0
mortality,f534,admit wt__measured,20.668542861938477,0.0011642883583555157,312.0
mortality,f862,cordis/introducer placed in outside facility__measured,20.63775634765625,0.0011625541103046214,313.0
mortality,f166,"lactate dehydrogenase, pleural__measured",20.63495445251465,0.0011623962755740122,314.0
mortality,f169,"glucose, pleural__measured",20.633953094482422,0.0011623398676546318,315.0
mortality,f705,psv level__measured,20.619043350219727,0.0011614999805959713,316.0
mortality,f787,unable to assess pain__measured,20.616405487060547,0.0011613513860197747,317.0
mortality,f150,gentamicin__measured,20.613481521606445,0.0011611866748951838,318.0
mortality,f179,tacrofk__measured,20.554637908935547,0.001157871930665078,319.0
mortality,f679,amylase__measured_x,20.52775764465332,0.0011563577272215952,320.0
mortality,f427,sodium__min_y,20.490266799926758,0.0011542458147199921,321.0
mortality,f936,ventilator no.__measured,20.470924377441406,0.001153156228604874,322.0
mortality,f83,protein__measured,20.42689323425293,0.0011506758918069747,323.0
mortality,f121,folate__measured,20.421566009521484,0.0011503758016758708,324.0
mortality,f415,potassium__count_y,20.417240142822266,0.0011501321194641472,325.0
mortality,f155,"wbc, ascites__measured",20.415372848510742,0.0011500269321249599,326.0
mortality,f161,"wbc, other fluid__measured",20.3665771484375,0.0011472782010744655,327.0
mortality,f730,bsa - english__measured,20.35500717163086,0.0011466264478573955,328.0
mortality,f435,bicarbonate__max,20.352785110473633,0.001146501275998199,329.0
mortality,f560,spo2 alarm [high]__measured,20.328617095947266,0.0011451398574334954,330.0
mortality,f160,immunoglobulin a__measured,20.27638053894043,0.0011421972980276442,331.0
mortality,f797,unable to assess habits__measured,20.274494171142578,0.0011420910362518971,332.0
mortality,f416,potassium__max_y,20.218311309814453,0.001138926175921859,333.0
mortality,f677,cao2__measured,20.20965003967285,0.0011384382742801323,334.0
mortality,f383,white blood cells__count,20.207500457763672,0.0011383171852798624,335.0
mortality,f614,visual / hearing deficit__measured,20.162612915039062,0.0011357886062804358,336.0
mortality,f542,calcium__measured,20.129297256469727,0.001133911887941735,337.0
mortality,f1107,c reactive protein (crp)__measured,20.069477081298828,0.0011305421325597759,338.0
mortality,f31,calculated total co2__measured,20.057859420776367,0.001129887693251307,339.0
mortality,f375,hemoglobin__max_y,20.035587310791016,0.0011286330736806304,340.0
mortality,f65,"chloride, whole blood__measured",19.899686813354492,0.0011209776057496304,341.0
mortality,f108,o2 flow__measured_y,19.861112594604492,0.0011188046652514402,342.0
mortality,f69,"fibrinogen, functional__measured",19.859418869018555,0.0011187092552849454,343.0
mortality,f624,respiratory rate__measured,19.85284996032715,0.0011183392193338097,344.0
mortality,f379,white blood cells__mean,19.846355438232422,0.0011179733736852568,345.0
mortality,f557,previous weightf__measured,19.830825805664062,0.0011170985674384083,346.0
mortality,f816,triglyceride (0-200)__measured,19.7984561920166,0.001115275141153065,347.0
mortality,f579,differential-eos__measured,19.797565460205078,0.0011152249649657303,348.0
mortality,f756,svi__measured,19.79754638671875,0.0011152238905291706,349.0
mortality,f74,wbc__measured_y,19.768630981445312,0.0011135950447047757,350.0
mortality,f24,admit_weekend,19.740463256835938,0.0011120083167935183,351.0
